,block_id,first_digits,second_digits,third_digits,message,event_type,cerj
53,blk_3679778751499479168,081109,205857,1038,INFO,dfs.DataNode$BlockReceiver:,Receiving
54,blk_3679778751499479168,081109,205857,1050,INFO,dfs.DataNode$BlockReceiver:,Receiving
55,blk_-7306372637392334418,081109,205901,1055,INFO,dfs.DataNode$BlockReceiver:,Receiving
56,blk_-7306372637392334418,081109,205901,1115,INFO,dfs.DataNode$BlockReceiver:,Receiving
57,blk_-7306372637392334418,081109,205903,1035,INFO,dfs.DataNode$BlockReceiver:,Receiving
58,blk_4367534647448718968,081109,210057,1100,INFO,dfs.DataNode$BlockReceiver:,Receiving
59,blk_4367534647448718968,081109,210057,1130,INFO,dfs.DataNode$BlockReceiver:,Receiving
60,blk_4367534647448718968,081109,210057,1154,INFO,dfs.DataNode$BlockReceiver:,Receiving
61,blk_-8998751392544423601,081109,210235,1163,INFO,dfs.DataNode$BlockReceiver:,Receiving
62,blk_-8998751392544423601,081109,210235,1174,INFO,dfs.DataNode$BlockReceiver:,Receiving
63,blk_-8998751392544423601,081109,210235,1244,INFO,dfs.DataNode$BlockReceiver:,Receiving
64,blk_5418505422300716108,081109,210722,1405,INFO,dfs.DataNode$BlockReceiver:,Receiving
65,blk_5418505422300716108,081109,210723,1355,INFO,dfs.DataNode$BlockReceiver:,Receiving
66,blk_5418505422300716108,081109,210723,1393,INFO,dfs.DataNode$BlockReceiver:,Receiving
67,blk_8555164537917099054,081109,210730,1341,INFO,dfs.DataNode$BlockReceiver:,Receiving
68,blk_8555164537917099054,081109,210730,1353,INFO,dfs.DataNode$BlockReceiver:,Receiving
69,blk_8555164537917099054,081109,210730,1382,INFO,dfs.DataNode$BlockReceiver:,Receiving
70,blk_3858821904894294369,081109,210750,1075,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
71,blk_3858821904894294369,081109,210750,1237,INFO,dfs.DataNode$BlockReceiver:,Exception writing
72,blk_3858821904894294369,081109,210750,1237,INFO,dfs.DataNode$BlockReceiver:,java.io.InterruptedIOException:
73,blk_3858821904894294369,081109,210751,1189,INFO,dfs.DataNode$BlockReceiver:,java.io.EOFException
74,blk_3858821904894294369,081109,210751,1355,INFO,dfs.DataNode$BlockReceiver:,Changing
75,blk_3858821904894294369,081109,210751,1389,INFO,dfs.DataNode$BlockReceiver:,Changing
76,blk_2884895895638896989,081109,210809,1380,INFO,dfs.DataNode$BlockReceiver:,Receiving
77,blk_2884895895638896989,081109,210809,1413,INFO,dfs.DataNode$BlockReceiver:,Receiving
78,blk_2884895895638896989,081109,210809,1413,INFO,dfs.DataNode$BlockReceiver:,Receiving
79,blk_-5784176955018583383,081109,210838,1376,INFO,dfs.DataNode$BlockReceiver:,Receiving
80,blk_-5784176955018583383,081109,210838,1400,INFO,dfs.DataNode$BlockReceiver:,Receiving
81,blk_-5784176955018583383,081109,210838,1407,INFO,dfs.DataNode$BlockReceiver:,Receiving
82,blk_-3215964618647096701,081109,211020,1434,INFO,dfs.DataNode$BlockReceiver:,Receiving
83,blk_-3215964618647096701,081109,211020,1478,INFO,dfs.DataNode$BlockReceiver:,Receiving
84,blk_-3215964618647096701,081109,211020,1500,INFO,dfs.DataNode$BlockReceiver:,Receiving
85,blk_5412150241328312909,081109,211124,1497,INFO,dfs.DataNode$BlockReceiver:,Receiving
86,blk_5412150241328312909,081109,211125,1506,INFO,dfs.DataNode$BlockReceiver:,Receiving
87,blk_5412150241328312909,081109,211125,1526,INFO,dfs.DataNode$BlockReceiver:,Receiving
88,blk_-9037964383978278196,081109,211804,1742,INFO,dfs.DataNode$BlockReceiver:,Receiving
89,blk_-9037964383978278196,081109,211804,1749,INFO,dfs.DataNode$BlockReceiver:,Receiving
90,blk_-9037964383978278196,081109,211804,1780,INFO,dfs.DataNode$BlockReceiver:,Receiving
91,blk_-4736438015416686362,081109,211945,1813,INFO,dfs.DataNode$BlockReceiver:,Receiving
92,blk_-4736438015416686362,081109,211945,1850,INFO,dfs.DataNode$BlockReceiver:,Receiving
93,blk_-4736438015416686362,081109,211946,1888,INFO,dfs.DataNode$BlockReceiver:,Receiving
94,blk_-7433173906955038356,081109,212006,1861,INFO,dfs.DataNode$BlockReceiver:,Receiving
95,blk_-7433173906955038356,081109,212007,1791,INFO,dfs.DataNode$BlockReceiver:,Receiving
96,blk_-7433173906955038356,081109,212007,1823,INFO,dfs.DataNode$BlockReceiver:,Receiving
97,blk_-8057963870022677890,081109,212015,1845,INFO,dfs.DataNode$BlockReceiver:,Receiving
98,blk_-8057963870022677890,081109,212015,1862,INFO,dfs.DataNode$BlockReceiver:,Receiving
99,blk_-8057963870022677890,081109,212015,1864,INFO,dfs.DataNode$BlockReceiver:,Receiving
100,blk_3707548703317650926,081109,212029,1832,INFO,dfs.DataNode$BlockReceiver:,Receiving
101,blk_3707548703317650926,081109,212029,1842,INFO,dfs.DataNode$BlockReceiver:,Receiving
102,blk_3707548703317650926,081109,212029,1849,INFO,dfs.DataNode$BlockReceiver:,Receiving
103,blk_5563030645628063827,081109,212114,1876,INFO,dfs.DataNode$BlockReceiver:,Receiving
104,blk_5563030645628063827,081109,212114,1878,INFO,dfs.DataNode$BlockReceiver:,Receiving
105,blk_5563030645628063827,081109,212114,1893,INFO,dfs.DataNode$BlockReceiver:,Receiving
106,blk_-5019374427866587091,081109,212117,1873,INFO,dfs.DataNode$BlockReceiver:,Receiving
107,blk_-5019374427866587091,081109,212117,1885,INFO,dfs.DataNode$BlockReceiver:,Receiving
108,blk_-5019374427866587091,081109,212117,1909,INFO,dfs.DataNode$BlockReceiver:,Receiving
109,blk_-3953774222242011327,081109,212155,1908,INFO,dfs.DataNode$BlockReceiver:,Receiving
110,blk_-3953774222242011327,081109,212155,1911,INFO,dfs.DataNode$BlockReceiver:,Receiving
111,blk_-3953774222242011327,081109,212155,1951,INFO,dfs.DataNode$BlockReceiver:,Receiving
112,blk_-1018884555287540953,081109,212206,1896,INFO,dfs.DataNode$BlockReceiver:,Receiving
113,blk_-1018884555287540953,081109,212206,1933,INFO,dfs.DataNode$BlockReceiver:,Receiving
114,blk_-1018884555287540953,081109,212206,1939,INFO,dfs.DataNode$BlockReceiver:,Receiving
115,blk_-6224292292148434734,081109,212315,1996,INFO,dfs.DataNode$BlockReceiver:,Receiving
116,blk_-6224292292148434734,081109,212316,1970,INFO,dfs.DataNode$BlockReceiver:,Receiving
117,blk_-6224292292148434734,081109,212316,1987,INFO,dfs.DataNode$BlockReceiver:,Receiving
118,blk_2271144854580363063,081109,212328,2083,INFO,dfs.DataNode$BlockReceiver:,Receiving
119,blk_2271144854580363063,081109,212329,1972,INFO,dfs.DataNode$BlockReceiver:,Receiving
120,blk_2271144854580363063,081109,212329,2000,INFO,dfs.DataNode$BlockReceiver:,Receiving
121,blk_5099378819847245359,081109,212346,1977,INFO,dfs.DataNode$BlockReceiver:,Receiving
122,blk_5099378819847245359,081109,212346,1980,INFO,dfs.DataNode$BlockReceiver:,Receiving
123,blk_5099378819847245359,081109,212346,1981,INFO,dfs.DataNode$BlockReceiver:,Receiving
124,blk_5619400076210202193,081109,212454,2005,INFO,dfs.DataNode$BlockReceiver:,Receiving
125,blk_5619400076210202193,081109,212454,2054,INFO,dfs.DataNode$BlockReceiver:,Receiving
126,blk_5619400076210202193,081109,212454,2084,INFO,dfs.DataNode$BlockReceiver:,Receiving
127,blk_-5261751311339308488,081109,212501,2041,INFO,dfs.DataNode$BlockReceiver:,Receiving
128,blk_-5261751311339308488,081109,212501,2046,INFO,dfs.DataNode$BlockReceiver:,Receiving
129,blk_-5261751311339308488,081109,212501,2048,INFO,dfs.DataNode$BlockReceiver:,Receiving
130,blk_-3911166476566899551,081109,212942,2177,INFO,dfs.DataNode$BlockReceiver:,Receiving
131,blk_-3911166476566899551,081109,212942,2208,INFO,dfs.DataNode$BlockReceiver:,Receiving
132,blk_-3911166476566899551,081109,212942,2215,INFO,dfs.DataNode$BlockReceiver:,Receiving
133,blk_4894256295118920163,081109,213120,2255,INFO,dfs.DataNode$BlockReceiver:,Receiving
134,blk_4894256295118920163,081109,213120,2257,INFO,dfs.DataNode$BlockReceiver:,Receiving
135,blk_4894256295118920163,081109,213120,2270,INFO,dfs.DataNode$BlockReceiver:,Receiving
136,blk_4844468037683827228,081109,213132,2228,INFO,dfs.DataNode$BlockReceiver:,Receiving
137,blk_4844468037683827228,081109,213132,2275,INFO,dfs.DataNode$BlockReceiver:,Receiving
138,blk_4844468037683827228,081109,213132,2287,INFO,dfs.DataNode$BlockReceiver:,Receiving
139,blk_-6444547640025597906,081109,213143,2251,INFO,dfs.DataNode$BlockReceiver:,Receiving
140,blk_-6444547640025597906,081109,213143,2263,INFO,dfs.DataNode$BlockReceiver:,Receiving
141,blk_-6444547640025597906,081109,213143,2271,INFO,dfs.DataNode$BlockReceiver:,Receiving
142,blk_1092850037489347423,081109,213225,2301,INFO,dfs.DataNode$BlockReceiver:,Receiving
143,blk_1092850037489347423,081109,213226,2279,INFO,dfs.DataNode$BlockReceiver:,Receiving
144,blk_1092850037489347423,081109,213227,2283,INFO,dfs.DataNode$BlockReceiver:,Receiving
145,blk_-5476544405411015862,081109,213241,2323,INFO,dfs.DataNode$BlockReceiver:,Receiving
146,blk_-5476544405411015862,081109,213241,2326,INFO,dfs.DataNode$BlockReceiver:,Receiving
147,blk_-5476544405411015862,081109,213241,2339,INFO,dfs.DataNode$BlockReceiver:,Receiving
148,blk_-7537594386813896941,081109,213315,2317,INFO,dfs.DataNode$BlockReceiver:,Receiving
149,blk_-7537594386813896941,081109,213315,2342,INFO,dfs.DataNode$BlockReceiver:,Receiving
150,blk_4788228514760706265,081109,213315,2358,INFO,dfs.DataNode$BlockReceiver:,Receiving
151,blk_-7537594386813896941,081109,213315,2361,INFO,dfs.DataNode$BlockReceiver:,Receiving
152,blk_4788228514760706265,081109,213315,2372,INFO,dfs.DataNode$BlockReceiver:,Receiving
153,blk_4788228514760706265,081109,213315,2428,INFO,dfs.DataNode$BlockReceiver:,Receiving
154,blk_-6583335439604751301,081109,213323,2334,INFO,dfs.DataNode$BlockReceiver:,Receiving
155,blk_-6583335439604751301,081109,213323,2407,INFO,dfs.DataNode$BlockReceiver:,Receiving
156,blk_-6583335439604751301,081109,213323,2461,INFO,dfs.DataNode$BlockReceiver:,Receiving
157,blk_-5246554414939097134,081109,213407,2364,INFO,dfs.DataNode$BlockReceiver:,Receiving
158,blk_2884407726542982840,081109,213407,2384,INFO,dfs.DataNode$BlockReceiver:,Receiving
159,blk_-5246554414939097134,081109,213407,2390,INFO,dfs.DataNode$BlockReceiver:,Receiving
160,blk_2884407726542982840,081109,213407,2415,INFO,dfs.DataNode$BlockReceiver:,Receiving
161,blk_2884407726542982840,081109,213407,2454,INFO,dfs.DataNode$BlockReceiver:,Receiving
162,blk_-5246554414939097134,081109,213407,2486,INFO,dfs.DataNode$BlockReceiver:,Receiving
163,blk_-860341624044406001,081109,213450,2371,INFO,dfs.DataNode$BlockReceiver:,Receiving
164,blk_-860341624044406001,081109,213450,2394,INFO,dfs.DataNode$BlockReceiver:,Receiving
165,blk_-860341624044406001,081109,213450,2444,INFO,dfs.DataNode$BlockReceiver:,Receiving
166,blk_5355549571447638834,081109,213527,2440,INFO,dfs.DataNode$BlockReceiver:,Receiving
167,blk_5355549571447638834,081109,213527,2445,INFO,dfs.DataNode$BlockReceiver:,Receiving
168,blk_5355549571447638834,081109,213527,2526,INFO,dfs.DataNode$BlockReceiver:,Receiving
169,blk_-3945236748777429958,081109,213530,2439,INFO,dfs.DataNode$BlockReceiver:,Receiving
170,blk_-3945236748777429958,081109,213530,2461,INFO,dfs.DataNode$BlockReceiver:,Receiving
171,blk_-3945236748777429958,081109,213530,2510,INFO,dfs.DataNode$BlockReceiver:,Receiving
172,blk_-4567777441263358151,081109,234826,3844,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
173,blk_-4567777441263358151,081109,234826,4101,INFO,dfs.DataNode$BlockReceiver:,java.io.EOFException
174,blk_-4567777441263358151,081109,234826,4185,INFO,dfs.DataNode$BlockReceiver:,Exception writing
175,blk_-4567777441263358151,081109,234826,4185,INFO,dfs.DataNode$BlockReceiver:,java.io.InterruptedIOException:
176,blk_-4567777441263358151,081109,234826,4242,INFO,dfs.DataNode$BlockReceiver:,Changing
177,blk_-4567777441263358151,081109,234827,3888,INFO,dfs.DataNode$BlockReceiver:,Changing
178,blk_8509955782298107904,081110,001054,4732,INFO,dfs.DataNode$BlockReceiver:,Receiving
179,blk_8509955782298107904,081110,001054,4830,INFO,dfs.DataNode$BlockReceiver:,Receiving
180,blk_8509955782298107904,081110,001055,4829,INFO,dfs.DataNode$BlockReceiver:,Receiving
181,blk_-4904400547590618819,081110,001747,4771,INFO,dfs.DataNode$BlockReceiver:,Receiving
182,blk_-4904400547590618819,081110,001747,4831,INFO,dfs.DataNode$BlockReceiver:,Receiving
183,blk_-4904400547590618819,081110,001747,4883,INFO,dfs.DataNode$BlockReceiver:,Receiving
184,blk_-2881263118111250842,081110,012427,5430,INFO,dfs.DataNode$BlockReceiver:,Receiving
185,blk_-2881263118111250842,081110,012427,5446,INFO,dfs.DataNode$BlockReceiver:,Receiving
186,blk_-2881263118111250842,081110,012428,5244,INFO,dfs.DataNode$BlockReceiver:,Receiving
187,blk_7450693742971683961,081110,013530,5482,INFO,dfs.DataNode$BlockReceiver:,Receiving
188,blk_7450693742971683961,081110,013530,5603,INFO,dfs.DataNode$BlockReceiver:,Receiving
189,blk_7450693742971683961,081110,013530,5627,INFO,dfs.DataNode$BlockReceiver:,Receiving
190,blk_4493613983623546299,081110,013602,5549,INFO,dfs.DataNode$BlockReceiver:,Receiving
191,blk_4493613983623546299,081110,013602,5706,INFO,dfs.DataNode$BlockReceiver:,Receiving
192,blk_4493613983623546299,081110,013602,5743,INFO,dfs.DataNode$BlockReceiver:,Receiving
193,blk_7008279672769077211,081110,014351,5769,INFO,dfs.DataNode$BlockReceiver:,Exception writing
194,blk_7008279672769077211,081110,014351,5769,INFO,dfs.DataNode$BlockReceiver:,java.net.SocketTimeoutException:
195,blk_7008279672769077211,081110,014459,5573,INFO,dfs.DataNode$BlockReceiver:,java.io.InterruptedIOException:
196,blk_7008279672769077211,081110,014503,5772,INFO,dfs.DataNode$BlockReceiver:,Changing
197,blk_7008279672769077211,081110,014605,4445,INFO,dfs.DataNode$BlockReceiver:,Exception writing
198,blk_7008279672769077211,081110,014605,4445,INFO,dfs.DataNode$BlockReceiver:,java.nio.channels.ClosedByInterruptException
199,blk_7008279672769077211,081110,014613,4545,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
200,blk_7008279672769077211,081110,014613,5794,INFO,dfs.DataNode$BlockReceiver:,java.io.EOFException
201,blk_-6602070162835632564,081110,014941,5975,INFO,dfs.DataNode$BlockReceiver:,Receiving
202,blk_-6602070162835632564,081110,014942,5839,INFO,dfs.DataNode$BlockReceiver:,Receiving
203,blk_-6602070162835632564,081110,014942,5999,INFO,dfs.DataNode$BlockReceiver:,Receiving
204,blk_8506145006510298778,081110,015949,6153,INFO,dfs.DataNode$BlockReceiver:,Receiving
205,blk_8506145006510298778,081110,015949,6171,INFO,dfs.DataNode$BlockReceiver:,Receiving
206,blk_8506145006510298778,081110,015949,6215,INFO,dfs.DataNode$BlockReceiver:,Receiving
207,blk_8085135783040518166,081110,020026,6218,INFO,dfs.DataNode$BlockReceiver:,Exception writing
208,blk_8085135783040518166,081110,020026,6218,INFO,dfs.DataNode$BlockReceiver:,java.io.InterruptedIOException:
209,blk_8085135783040518166,081110,020027,5498,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
210,blk_8085135783040518166,081110,020027,6009,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
211,blk_8085135783040518166,081110,020027,6051,INFO,dfs.DataNode$BlockReceiver:,Changing
212,blk_8085135783040518166,081110,020027,6254,INFO,dfs.DataNode$BlockReceiver:,Changing
213,blk_5927875368095670663,081110,020202,6141,INFO,dfs.DataNode$BlockReceiver:,Receiving
214,blk_5927875368095670663,081110,020203,5984,INFO,dfs.DataNode$BlockReceiver:,Receiving
215,blk_5927875368095670663,081110,020203,6249,INFO,dfs.DataNode$BlockReceiver:,Receiving
216,blk_5678483308337211471,081110,102301,8462,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
217,blk_5678483308337211471,081110,102301,8561,INFO,dfs.DataNode$BlockReceiver:,java.io.EOFException
218,blk_5678483308337211471,081110,102301,8614,INFO,dfs.DataNode$BlockReceiver:,java.io.EOFException
219,blk_8837041067367761327,081110,104301,9023,INFO,dfs.DataNode$BlockReceiver:,Receiving
220,blk_8837041067367761327,081110,104301,9076,INFO,dfs.DataNode$BlockReceiver:,Receiving
221,blk_8837041067367761327,081110,104301,9205,INFO,dfs.DataNode$BlockReceiver:,Receiving
222,blk_-542461171422619132,081110,104410,8828,INFO,dfs.DataNode$BlockReceiver:,Receiving
223,blk_-542461171422619132,081110,104410,9047,INFO,dfs.DataNode$BlockReceiver:,Receiving
224,blk_6499042008651917693,081110,104410,9138,INFO,dfs.DataNode$BlockReceiver:,Receiving
225,blk_6499042008651917693,081110,104410,9152,INFO,dfs.DataNode$BlockReceiver:,Receiving
226,blk_6499042008651917693,081110,104410,9175,INFO,dfs.DataNode$BlockReceiver:,Receiving
227,blk_-542461171422619132,081110,104410,9182,INFO,dfs.DataNode$BlockReceiver:,Receiving
228,blk_5938108990888320466,081110,104501,8993,INFO,dfs.DataNode$BlockReceiver:,Receiving
229,blk_5938108990888320466,081110,104501,9257,INFO,dfs.DataNode$BlockReceiver:,Receiving
230,blk_5938108990888320466,081110,104501,9349,INFO,dfs.DataNode$BlockReceiver:,Receiving
231,blk_-8352783561990899745,081110,104604,9086,INFO,dfs.DataNode$BlockReceiver:,Receiving
232,blk_-8352783561990899745,081110,104604,9153,INFO,dfs.DataNode$BlockReceiver:,Receiving
233,blk_-8352783561990899745,081110,104604,9464,INFO,dfs.DataNode$BlockReceiver:,Receiving
234,blk_-4741784958315545128,081110,104643,9212,INFO,dfs.DataNode$BlockReceiver:,Receiving
235,blk_-4741784958315545128,081110,104643,9271,INFO,dfs.DataNode$BlockReceiver:,Receiving
236,blk_-4741784958315545128,081110,104643,9433,INFO,dfs.DataNode$BlockReceiver:,Receiving
237,blk_8516616325149469651,081110,104822,7266,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
238,blk_8516616325149469651,081110,104822,7324,INFO,dfs.DataNode$BlockReceiver:,Changing
239,blk_8516616325149469651,081110,104822,9200,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
240,blk_8516616325149469651,081110,104822,9300,INFO,dfs.DataNode$BlockReceiver:,Changing
241,blk_8516616325149469651,081110,104822,9308,INFO,dfs.DataNode$BlockReceiver:,java.io.IOException:
242,blk_1527547973809656597,081110,105046,9147,INFO,dfs.DataNode$BlockReceiver:,Receiving
243,blk_1527547973809656597,081110,105046,9278,INFO,dfs.DataNode$BlockReceiver:,Receiving
244,blk_1527547973809656597,081110,105046,9478,INFO,dfs.DataNode$BlockReceiver:,Receiving
245,blk_2716424679795726627,081110,105048,9221,INFO,dfs.DataNode$BlockReceiver:,Receiving
246,blk_2716424679795726627,081110,105048,9316,INFO,dfs.DataNode$BlockReceiver:,Receiving
247,blk_2716424679795726627,081110,105048,9684,INFO,dfs.DataNode$BlockReceiver:,Receiving
248,blk_-7386388261480701408,081110,105204,9059,INFO,dfs.DataNode$BlockReceiver:,Receiving
249,blk_-7386388261480701408,081110,105204,9371,INFO,dfs.DataNode$BlockReceiver:,Receiving
250,blk_-7386388261480701408,081110,105204,9491,INFO,dfs.DataNode$BlockReceiver:,Receiving
251,blk_886048529914142779,081110,105305,9151,INFO,dfs.DataNode$BlockReceiver:,Receiving
252,blk_886048529914142779,081110,105305,9212,INFO,dfs.DataNode$BlockReceiver:,Receiving
253,blk_886048529914142779,081110,105305,9318,INFO,dfs.DataNode$BlockReceiver:,Receiving
254,blk_-3808660388498963440,081110,105353,9153,INFO,dfs.DataNode$BlockReceiver:,Receiving
255,blk_-3808660388498963440,081110,105353,9283,INFO,dfs.DataNode$BlockReceiver:,Receiving
256,blk_-3808660388498963440,081110,105353,9312,INFO,dfs.DataNode$BlockReceiver:,Receiving
257,blk_1072874268189499172,081110,105408,9216,INFO,dfs.DataNode$BlockReceiver:,Receiving
258,blk_1072874268189499172,081110,105408,9313,INFO,dfs.DataNode$BlockReceiver:,Receiving
259,blk_1072874268189499172,081110,105408,9567,INFO,dfs.DataNode$BlockReceiver:,Receiving
260,blk_4744759414405187497,081110,105412,9218,INFO,dfs.DataNode$BlockReceiver:,Receiving
261,blk_4744759414405187497,081110,105412,9484,INFO,dfs.DataNode$BlockReceiver:,Receiving
262,blk_4744759414405187497,081110,105412,9501,INFO,dfs.DataNode$BlockReceiver:,Receiving
263,blk_5042079024326489156,081110,105538,9354,INFO,dfs.DataNode$BlockReceiver:,Receiving
264,blk_5042079024326489156,081110,105538,9366,INFO,dfs.DataNode$BlockReceiver:,Receiving
265,blk_5042079024326489156,081110,105538,9487,INFO,dfs.DataNode$BlockReceiver:,Receiving
266,blk_8897326596629029936,081110,105605,9381,INFO,dfs.DataNode$BlockReceiver:,Receiving
267,blk_8897326596629029936,081110,105605,9545,INFO,dfs.DataNode$BlockReceiver:,Receiving
268,blk_8897326596629029936,081110,105605,9590,INFO,dfs.DataNode$BlockReceiver:,Receiving
269,blk_-2274589852445606279,081110,105616,9183,INFO,dfs.DataNode$BlockReceiver:,Receiving
270,blk_-2274589852445606279,081110,105616,9347,INFO,dfs.DataNode$BlockReceiver:,Receiving
271,blk_-2274589852445606279,081110,105616,9369,INFO,dfs.DataNode$BlockReceiver:,Receiving
272,blk_2853554598812145527,081110,105645,9505,INFO,dfs.DataNode$BlockReceiver:,Receiving
273,blk_2853554598812145527,081110,105646,9476,INFO,dfs.DataNode$BlockReceiver:,Receiving
274,blk_2853554598812145527,081110,105646,9500,INFO,dfs.DataNode$BlockReceiver:,Receiving
275,blk_5706009899463764797,081110,105653,9298,INFO,dfs.DataNode$BlockReceiver:,Receiving
276,blk_5706009899463764797,081110,105653,9412,INFO,dfs.DataNode$BlockReceiver:,Receiving
277,blk_5706009899463764797,081110,105653,9544,INFO,dfs.DataNode$BlockReceiver:,Receiving
278,blk_350630536916477405,081110,105717,9448,INFO,dfs.DataNode$BlockReceiver:,Receiving
279,blk_-4142399309988733425,081110,105718,9274,INFO,dfs.DataNode$BlockReceiver:,Receiving
