,block_id,first_digits,second_digits,third_digits,message,event_type,trans_fail
167,blk_-2098092094743061693,081109,213606,2479,INFO,dfs.DataNode$DataTransfer:,Transmitted
168,blk_-5820341108159367267,081109,213825,2488,INFO,dfs.DataNode$DataTransfer:,Transmitted
169,blk_-5820341108159367267,081109,213825,2493,INFO,dfs.DataNode$DataTransfer:,Transmitted
170,blk_-5820341108159367267,081109,213829,2503,INFO,dfs.DataNode$DataTransfer:,Transmitted
171,blk_-5820341108159367267,081109,213834,2546,INFO,dfs.DataNode$DataTransfer:,Transmitted
172,blk_-4567777441263358151,081110,001515,4315,INFO,dfs.DataNode$DataTransfer:,Transmitted
173,blk_-1188252971231200744,081110,010203,5034,INFO,dfs.DataNode$DataTransfer:,Transmitted
174,blk_9207307544525686447,081110,010203,5071,INFO,dfs.DataNode$DataTransfer:,Transmitted
175,blk_-1188252971231200744,081110,010208,4985,INFO,dfs.DataNode$DataTransfer:,Transmitted
176,blk_-1188252971231200744,081110,010209,5084,INFO,dfs.DataNode$DataTransfer:,Transmitted
177,blk_-1188252971231200744,081110,010213,5170,INFO,dfs.DataNode$DataTransfer:,Transmitted
178,blk_-7719011703354729576,081110,011315,5222,INFO,dfs.DataNode$DataTransfer:,Transmitted
179,blk_-3754193874376662386,081110,011317,5046,INFO,dfs.DataNode$DataTransfer:,Transmitted
180,blk_3385105343852245023,081110,011419,5285,INFO,dfs.DataNode$DataTransfer:,Transmitted
181,blk_-2967989659721867259,081110,011437,4970,INFO,dfs.DataNode$DataTransfer:,Transmitted
182,blk_6637009956362363962,081110,011456,5088,INFO,dfs.DataNode$DataTransfer:,Transmitted
183,blk_-1009207079038502874,081110,011459,5287,INFO,dfs.DataNode$DataTransfer:,Transmitted
184,blk_-2942077810471468030,081110,012427,5397,WARN,dfs.DataNode$DataTransfer:,Failed
185,blk_-8491965419341656449,081110,012534,5515,INFO,dfs.DataNode$DataTransfer:,Transmitted
186,blk_6989377882518604195,081110,012546,5489,INFO,dfs.DataNode$DataTransfer:,Transmitted
187,blk_6665539557252913698,081110,012547,5524,INFO,dfs.DataNode$DataTransfer:,Transmitted
188,blk_-6855965911054112941,081110,012607,5455,INFO,dfs.DataNode$DataTransfer:,Transmitted
189,blk_8703050682475625050,081110,012648,5491,INFO,dfs.DataNode$DataTransfer:,Transmitted
190,blk_5919317577780517579,081110,012654,5479,INFO,dfs.DataNode$DataTransfer:,Transmitted
191,blk_-9035126601360274929,081110,012727,5583,INFO,dfs.DataNode$DataTransfer:,Transmitted
192,blk_2189616806076056370,081110,013543,5416,INFO,dfs.DataNode$DataTransfer:,Transmitted
193,blk_6669535247393916363,081110,013708,5751,INFO,dfs.DataNode$DataTransfer:,Transmitted
194,blk_-8266956839135631201,081110,013755,5680,INFO,dfs.DataNode$DataTransfer:,Transmitted
195,blk_-9139390120172868222,081110,013758,5764,INFO,dfs.DataNode$DataTransfer:,Transmitted
196,blk_-1672079723431228243,081110,013807,5713,INFO,dfs.DataNode$DataTransfer:,Transmitted
197,blk_3053231712287123757,081110,014031,5849,INFO,dfs.DataNode$DataTransfer:,Transmitted
198,blk_-7716493588056776950,081110,014339,5689,INFO,dfs.DataNode$DataTransfer:,Transmitted
199,blk_7008279672769077211,081110,014651,5798,INFO,dfs.DataNode$DataTransfer:,Transmitted
200,blk_-4408997359177208235,081110,014724,5762,INFO,dfs.DataNode$DataTransfer:,Transmitted
201,blk_-3646517331515187756,081110,014811,5907,INFO,dfs.DataNode$DataTransfer:,Transmitted
202,blk_7590296981711426113,081110,014904,5937,INFO,dfs.DataNode$DataTransfer:,Transmitted
203,blk_-797718786343919434,081110,014907,5921,INFO,dfs.DataNode$DataTransfer:,Transmitted
204,blk_-6835100134971736371,081110,014926,5954,INFO,dfs.DataNode$DataTransfer:,Transmitted
205,blk_-1388948464379446201,081110,014936,5885,INFO,dfs.DataNode$DataTransfer:,Transmitted
206,blk_3204368503782780363,081110,015102,5994,INFO,dfs.DataNode$DataTransfer:,Transmitted
207,blk_4676538132306471800,081110,015135,5969,INFO,dfs.DataNode$DataTransfer:,Transmitted
208,blk_6759321488616121229,081110,015140,6005,INFO,dfs.DataNode$DataTransfer:,Transmitted
209,blk_2290923555028290920,081110,015252,5908,INFO,dfs.DataNode$DataTransfer:,Transmitted
210,blk_-875258379733599572,081110,015401,6018,INFO,dfs.DataNode$DataTransfer:,Transmitted
211,blk_-3209418630253680865,081110,015541,6139,INFO,dfs.DataNode$DataTransfer:,Transmitted
212,blk_113233588687800113,081110,015602,5987,INFO,dfs.DataNode$DataTransfer:,Transmitted
213,blk_7502117493783229120,081110,015713,6172,INFO,dfs.DataNode$DataTransfer:,Transmitted
214,blk_4765439733202476738,081110,015838,6185,INFO,dfs.DataNode$DataTransfer:,Transmitted
215,blk_-3720996780278232130,081110,015954,6040,INFO,dfs.DataNode$DataTransfer:,Transmitted
216,blk_-2383172738421489980,081110,020111,6178,INFO,dfs.DataNode$DataTransfer:,Transmitted
217,blk_-8427157186346518866,081110,020120,6090,INFO,dfs.DataNode$DataTransfer:,Transmitted
218,blk_8085135783040518166,081110,020149,6277,INFO,dfs.DataNode$DataTransfer:,Transmitted
219,blk_-2014983811154945172,081110,020158,5888,INFO,dfs.DataNode$DataTransfer:,Transmitted
220,blk_5920164952920643478,081110,020232,6252,INFO,dfs.DataNode$DataTransfer:,Transmitted
221,blk_-7185835789497405029,081110,020733,6157,INFO,dfs.DataNode$DataTransfer:,Transmitted
222,blk_-7185835789497405029,081110,020735,6203,INFO,dfs.DataNode$DataTransfer:,Transmitted
223,blk_-7185835789497405029,081110,020739,6235,INFO,dfs.DataNode$DataTransfer:,Transmitted
224,blk_-7185835789497405029,081110,020741,6206,INFO,dfs.DataNode$DataTransfer:,Transmitted
225,blk_-8333455052087360327,081110,065524,7161,INFO,dfs.DataNode$DataTransfer:,Transmitted
226,blk_-8333455052087360327,081110,065526,7319,INFO,dfs.DataNode$DataTransfer:,Transmitted
227,blk_-8333455052087360327,081110,065528,7372,INFO,dfs.DataNode$DataTransfer:,Transmitted
228,blk_-8333455052087360327,081110,065531,7354,INFO,dfs.DataNode$DataTransfer:,Transmitted
229,blk_17165414882403251,081110,080244,7962,INFO,dfs.DataNode$DataTransfer:,Transmitted
230,blk_17165414882403251,081110,080248,7921,INFO,dfs.DataNode$DataTransfer:,Transmitted
231,blk_17165414882403251,081110,080251,8179,INFO,dfs.DataNode$DataTransfer:,Transmitted
232,blk_5762192118127023083,081110,080356,8128,INFO,dfs.DataNode$DataTransfer:,Transmitted
233,blk_5762192118127023083,081110,080359,7873,INFO,dfs.DataNode$DataTransfer:,Transmitted
234,blk_5762192118127023083,081110,080403,8149,INFO,dfs.DataNode$DataTransfer:,Transmitted
235,blk_5762192118127023083,081110,080406,7908,INFO,dfs.DataNode$DataTransfer:,Transmitted
236,blk_-6733633410518629177,081110,091019,8651,INFO,dfs.DataNode$DataTransfer:,Transmitted
237,blk_-6733633410518629177,081110,091020,8751,INFO,dfs.DataNode$DataTransfer:,Transmitted
238,blk_-6733633410518629177,081110,091022,8904,INFO,dfs.DataNode$DataTransfer:,Transmitted
239,blk_1535304869644844460,081110,091132,8720,INFO,dfs.DataNode$DataTransfer:,Transmitted
240,blk_1535304869644844460,081110,091133,8561,INFO,dfs.DataNode$DataTransfer:,Transmitted
241,blk_1535304869644844460,081110,091137,8271,INFO,dfs.DataNode$DataTransfer:,Transmitted
242,blk_1535304869644844460,081110,091140,8273,INFO,dfs.DataNode$DataTransfer:,Transmitted
243,blk_3120223298255572651,081110,103154,9057,INFO,dfs.DataNode$DataTransfer:,Transmitted
244,blk_-3907603481176056256,081110,103154,9098,INFO,dfs.DataNode$DataTransfer:,Transmitted
245,blk_8305330044595670869,081110,103157,8773,INFO,dfs.DataNode$DataTransfer:,Transmitted
246,blk_-3907603481176056256,081110,103200,9126,INFO,dfs.DataNode$DataTransfer:,Transmitted
247,blk_-3907603481176056256,081110,103203,9188,INFO,dfs.DataNode$DataTransfer:,Transmitted
248,blk_-3907603481176056256,081110,103206,9224,INFO,dfs.DataNode$DataTransfer:,Transmitted
249,blk_-366045391109872630,081110,104007,8959,INFO,dfs.DataNode$DataTransfer:,Transmitted
250,blk_-2908465845659009905,081110,104034,9005,INFO,dfs.DataNode$DataTransfer:,Transmitted
251,blk_3100899914167852168,081110,104036,8884,INFO,dfs.DataNode$DataTransfer:,Transmitted
252,blk_2403040832675443491,081110,104052,8938,INFO,dfs.DataNode$DataTransfer:,Transmitted
253,blk_1928551265142576800,081110,104058,9004,INFO,dfs.DataNode$DataTransfer:,Transmitted
254,blk_7162246307091465257,081110,104106,8875,WARN,dfs.DataNode$DataTransfer:,Failed
255,blk_-9213546006527160481,081110,104119,8892,INFO,dfs.DataNode$DataTransfer:,Transmitted
256,blk_7609952593403570191,081110,104119,9026,INFO,dfs.DataNode$DataTransfer:,Transmitted
257,blk_8557090994340971856,081110,104131,9245,INFO,dfs.DataNode$DataTransfer:,Transmitted
258,blk_6445333501062648526,081110,104132,9266,INFO,dfs.DataNode$DataTransfer:,Transmitted
259,blk_-2590610949162933260,081110,104139,9231,INFO,dfs.DataNode$DataTransfer:,Transmitted
260,blk_-3450336243359041468,081110,104142,9295,INFO,dfs.DataNode$DataTransfer:,Transmitted
261,blk_3059547476746430734,081110,104143,9143,INFO,dfs.DataNode$DataTransfer:,Transmitted
262,blk_-2859245243236360713,081110,104144,9054,INFO,dfs.DataNode$DataTransfer:,Transmitted
263,blk_-2989729428216397969,081110,104145,9157,INFO,dfs.DataNode$DataTransfer:,Transmitted
264,blk_4886981711508113425,081110,104145,9187,INFO,dfs.DataNode$DataTransfer:,Transmitted
265,blk_7631868996070427832,081110,104150,9051,INFO,dfs.DataNode$DataTransfer:,Transmitted
266,blk_7342620588561404210,081110,104156,9052,INFO,dfs.DataNode$DataTransfer:,Transmitted
267,blk_1330382372314872918,081110,104158,9216,INFO,dfs.DataNode$DataTransfer:,Transmitted
268,blk_-3941913890398329642,081110,104201,9026,INFO,dfs.DataNode$DataTransfer:,Transmitted
269,blk_-9153874885875877044,081110,104205,9153,INFO,dfs.DataNode$DataTransfer:,Transmitted
270,blk_519550606561414408,081110,104207,9105,INFO,dfs.DataNode$DataTransfer:,Transmitted
271,blk_6128709735798061636,081110,104211,9147,INFO,dfs.DataNode$DataTransfer:,Transmitted
272,blk_-6974969092976339085,081110,104218,8825,INFO,dfs.DataNode$DataTransfer:,Transmitted
273,blk_7087056490567800420,081110,104218,9208,INFO,dfs.DataNode$DataTransfer:,Transmitted
274,blk_-3470809391014794062,081110,104233,9140,INFO,dfs.DataNode$DataTransfer:,Transmitted
275,blk_5713646306640324712,081110,104239,9063,INFO,dfs.DataNode$DataTransfer:,Transmitted
276,blk_4317667344078211738,081110,104239,9266,INFO,dfs.DataNode$DataTransfer:,Transmitted
277,blk_6841699930181626169,081110,104242,9204,INFO,dfs.DataNode$DataTransfer:,Transmitted
278,blk_-5056961762229284492,081110,104244,9196,INFO,dfs.DataNode$DataTransfer:,Transmitted
279,blk_9221006514329176999,081110,104245,9267,INFO,dfs.DataNode$DataTransfer:,Transmitted
280,blk_1563522365221427878,081110,104246,8826,INFO,dfs.DataNode$DataTransfer:,Transmitted
281,blk_1344305487033986664,081110,104256,9291,INFO,dfs.DataNode$DataTransfer:,Transmitted
282,blk_-4662259291637498912,081110,104257,9280,INFO,dfs.DataNode$DataTransfer:,Transmitted
