,block_id,first_digits,second_digits,third_digits,message,event_type
83,blk_7503152519879637966,081109,211211,19,INFO,dfs.DataNode:
84,blk_-9067309629944611736,081109,211245,19,INFO,dfs.DataNode:
85,blk_-8651022183233211370,081109,211344,19,INFO,dfs.DataNode:
86,blk_3858821904894294369,081109,211501,19,INFO,dfs.DataNode:
87,blk_8907738821052531402,081109,211719,18,INFO,dfs.DataNode:
88,blk_-2815730233582629607,081109,211823,19,INFO,dfs.DataNode:
89,blk_-6855996938294508606,081109,211828,19,INFO,dfs.DataNode:
90,blk_5862064168004546076,081109,211831,19,INFO,dfs.DataNode:
91,blk_7247985612172454700,081109,211841,19,INFO,dfs.DataNode:
92,blk_906909961436300670,081109,211843,19,INFO,dfs.DataNode:
93,blk_1387162371719476785,081109,211905,19,INFO,dfs.DataNode:
94,blk_2749026664373761648,081109,211929,19,INFO,dfs.DataNode:
95,blk_-5355008438453668398,081109,211933,19,INFO,dfs.DataNode:
96,blk_-1023495876047573307,081109,211947,19,INFO,dfs.DataNode:
97,blk_-1549752419809595077,081109,212010,19,INFO,dfs.DataNode:
98,blk_6787272778292904665,081109,212040,19,INFO,dfs.DataNode:
99,blk_7105231685582449618,081109,212043,19,INFO,dfs.DataNode:
100,blk_6827227789958204337,081109,212114,19,INFO,dfs.DataNode:
101,blk_-7258855032250455269,081109,212127,19,INFO,dfs.DataNode:
102,blk_6270547280647061074,081109,212128,19,INFO,dfs.DataNode:
103,blk_-7305833418743191853,081109,212151,19,INFO,dfs.DataNode:
104,blk_8962958687853490928,081109,212152,19,INFO,dfs.DataNode:
105,blk_-7934205015562514751,081109,212154,19,INFO,dfs.DataNode:
106,blk_-5439842411069317338,081109,212200,19,INFO,dfs.DataNode:
107,blk_-5902810647818538566,081109,212204,19,INFO,dfs.DataNode:
108,blk_-2080228309175894362,081109,212219,18,INFO,dfs.DataNode:
109,blk_-4767450795485027771,081109,212301,19,INFO,dfs.DataNode:
110,blk_1767067222708303329,081109,212306,18,INFO,dfs.DataNode:
111,blk_-800587171426481244,081109,212314,18,INFO,dfs.DataNode:
112,blk_2579618578559651295,081109,212327,19,INFO,dfs.DataNode:
113,blk_4416950245481923656,081109,212428,19,INFO,dfs.DataNode:
114,blk_4669445121891068582,081109,212442,19,INFO,dfs.DataNode:
115,blk_-4294151006856860707,081109,212453,19,INFO,dfs.DataNode:
116,blk_-7780554945385328861,081109,212459,19,INFO,dfs.DataNode:
117,blk_-5261751311339308488,081109,212502,19,INFO,dfs.DataNode:
118,blk_282896531640927505,081109,212517,19,INFO,dfs.DataNode:
119,blk_8650671644529477649,081109,212518,19,INFO,dfs.DataNode:
120,blk_-3853265591005020112,081109,212639,19,INFO,dfs.DataNode:
121,blk_5024705187938108448,081109,212729,19,INFO,dfs.DataNode:
122,blk_7859032812867403399,081109,212902,19,INFO,dfs.DataNode:
123,blk_-3911166476566899551,081109,212949,19,INFO,dfs.DataNode:
124,blk_-1794546949623629165,081109,213026,19,INFO,dfs.DataNode:
125,blk_-401303441822095974,081109,213058,19,INFO,dfs.DataNode:
126,blk_-533570301301432324,081109,213122,19,INFO,dfs.DataNode:
127,blk_-186449692016201490,081109,213122,19,INFO,dfs.DataNode:
128,blk_-1250033528352378423,081109,213132,19,INFO,dfs.DataNode:
129,blk_1549832952118614534,081109,213138,19,INFO,dfs.DataNode:
130,blk_866860298680755505,081109,213145,19,INFO,dfs.DataNode:
131,blk_-1684438862222855332,081109,213209,19,INFO,dfs.DataNode:
132,blk_4207153147078127808,081109,213210,19,INFO,dfs.DataNode:
133,blk_-1067131609371010449,081109,213212,19,INFO,dfs.DataNode:
134,blk_-702269656492732525,081109,213212,19,INFO,dfs.DataNode:
135,blk_-8513351748579810786,081109,213219,19,INFO,dfs.DataNode:
136,blk_7021207890856924160,081109,213222,19,INFO,dfs.DataNode:
137,blk_5911956008415876113,081109,213222,19,INFO,dfs.DataNode:
138,blk_-7085329676079965815,081109,213239,19,INFO,dfs.DataNode:
139,blk_-4509092526264320136,081109,213241,19,INFO,dfs.DataNode:
140,blk_5777459062943260062,081109,213245,19,INFO,dfs.DataNode:
141,blk_-3174232733041654340,081109,213248,19,INFO,dfs.DataNode:
142,blk_6420805792111309238,081109,213250,19,INFO,dfs.DataNode:
143,blk_7744384859145599898,081109,213252,18,INFO,dfs.DataNode:
144,blk_5121481853214106697,081109,213254,19,INFO,dfs.DataNode:
145,blk_-854663917810747963,081109,213310,19,INFO,dfs.DataNode:
146,blk_-8518252107131849129,081109,213320,19,INFO,dfs.DataNode:
147,blk_1337459668850938918,081109,213323,18,INFO,dfs.DataNode:
148,blk_-2710979271972492726,081109,213326,19,INFO,dfs.DataNode:
149,blk_-2414041746483038993,081109,213332,19,INFO,dfs.DataNode:
150,blk_-4040863241248121643,081109,213339,19,INFO,dfs.DataNode:
151,blk_7059886816103812130,081109,213343,19,INFO,dfs.DataNode:
152,blk_-6669848110381513005,081109,213344,19,INFO,dfs.DataNode:
153,blk_-6467009160056916452,081109,213345,19,INFO,dfs.DataNode:
154,blk_7305641089115984602,081109,213356,19,INFO,dfs.DataNode:
155,blk_7175945677757046854,081109,213401,19,INFO,dfs.DataNode:
156,blk_4589774882056031943,081109,213416,19,INFO,dfs.DataNode:
157,blk_2018472970914441524,081109,213424,19,INFO,dfs.DataNode:
158,blk_340854666767346657,081109,213425,19,INFO,dfs.DataNode:
159,blk_9072125597345387464,081109,213431,19,INFO,dfs.DataNode:
160,blk_-1580355750125402070,081109,213438,19,INFO,dfs.DataNode:
161,blk_-751550579877771003,081109,213456,19,INFO,dfs.DataNode:
162,blk_3050134249169418639,081109,213457,19,INFO,dfs.DataNode:
163,blk_-8252882625604508946,081109,213504,19,INFO,dfs.DataNode:
164,blk_5355549571447638834,081109,213529,19,INFO,dfs.DataNode:
165,blk_-3945236748777429958,081109,213531,18,INFO,dfs.DataNode:
166,blk_-2950663887493455200,081109,213547,19,INFO,dfs.DataNode:
167,blk_-2098092094743061693,081109,213605,19,INFO,dfs.DataNode:
168,blk_-5820341108159367267,081109,213824,19,INFO,dfs.DataNode:
169,blk_-5820341108159367267,081109,213825,19,INFO,dfs.DataNode:
170,blk_-5820341108159367267,081109,213829,19,INFO,dfs.DataNode:
171,blk_-5820341108159367267,081109,213834,19,INFO,dfs.DataNode:
172,blk_-4567777441263358151,081110,001425,19,INFO,dfs.DataNode:
173,blk_9207307544525686447,081110,010203,19,INFO,dfs.DataNode:
174,blk_-1188252971231200744,081110,010203,19,INFO,dfs.DataNode:
175,blk_-1188252971231200744,081110,010208,19,INFO,dfs.DataNode:
176,blk_-1188252971231200744,081110,010208,19,INFO,dfs.DataNode:
177,blk_-1188252971231200744,081110,010212,19,INFO,dfs.DataNode:
178,blk_-3754193874376662386,081110,011311,18,INFO,dfs.DataNode:
179,blk_-7719011703354729576,081110,011311,19,INFO,dfs.DataNode:
180,blk_3385105343852245023,081110,011402,19,INFO,dfs.DataNode:
181,blk_-2967989659721867259,081110,011429,19,INFO,dfs.DataNode:
182,blk_6637009956362363962,081110,011449,19,INFO,dfs.DataNode:
183,blk_-1009207079038502874,081110,011452,19,INFO,dfs.DataNode:
184,blk_-2942077810471468030,081110,012427,19,INFO,dfs.DataNode:
185,blk_-8491965419341656449,081110,012527,19,INFO,dfs.DataNode:
186,blk_6665539557252913698,081110,012542,18,INFO,dfs.DataNode:
187,blk_6989377882518604195,081110,012543,19,INFO,dfs.DataNode:
188,blk_-6855965911054112941,081110,012602,19,INFO,dfs.DataNode:
189,blk_8703050682475625050,081110,012644,19,INFO,dfs.DataNode:
190,blk_5919317577780517579,081110,012644,19,INFO,dfs.DataNode:
191,blk_-9035126601360274929,081110,012719,19,INFO,dfs.DataNode:
192,blk_2189616806076056370,081110,013539,19,INFO,dfs.DataNode:
193,blk_-8266956839135631201,081110,013636,18,INFO,dfs.DataNode:
194,blk_6669535247393916363,081110,013659,19,INFO,dfs.DataNode:
195,blk_-9139390120172868222,081110,013751,19,INFO,dfs.DataNode:
196,blk_-1672079723431228243,081110,013756,18,INFO,dfs.DataNode:
197,blk_3053231712287123757,081110,014027,19,INFO,dfs.DataNode:
198,blk_-7716493588056776950,081110,014326,19,INFO,dfs.DataNode:
199,blk_7008279672769077211,081110,014614,19,INFO,dfs.DataNode:
200,blk_-4408997359177208235,081110,014708,19,INFO,dfs.DataNode:
201,blk_-3646517331515187756,081110,014804,19,INFO,dfs.DataNode:
202,blk_-1388948464379446201,081110,014837,18,INFO,dfs.DataNode:
203,blk_7590296981711426113,081110,014839,19,INFO,dfs.DataNode:
204,blk_-797718786343919434,081110,014901,19,INFO,dfs.DataNode:
205,blk_-6835100134971736371,081110,014919,19,INFO,dfs.DataNode:
206,blk_6759321488616121229,081110,015038,19,INFO,dfs.DataNode:
207,blk_3204368503782780363,081110,015055,19,INFO,dfs.DataNode:
208,blk_4676538132306471800,081110,015126,19,INFO,dfs.DataNode:
209,blk_2290923555028290920,081110,015243,19,INFO,dfs.DataNode:
210,blk_7518700784591719784,081110,015351,19,INFO,dfs.DataNode:
211,blk_-875258379733599572,081110,015354,19,INFO,dfs.DataNode:
212,blk_-3209418630253680865,081110,015535,19,INFO,dfs.DataNode:
213,blk_113233588687800113,081110,015551,19,INFO,dfs.DataNode:
214,blk_7502117493783229120,081110,015659,19,INFO,dfs.DataNode:
215,blk_4765439733202476738,081110,015836,19,INFO,dfs.DataNode:
216,blk_-3720996780278232130,081110,015946,19,INFO,dfs.DataNode:
217,blk_-2383172738421489980,081110,020102,19,INFO,dfs.DataNode:
218,blk_-8427157186346518866,081110,020116,19,INFO,dfs.DataNode:
219,blk_8085135783040518166,081110,020142,19,INFO,dfs.DataNode:
220,blk_-2014983811154945172,081110,020154,19,INFO,dfs.DataNode:
221,blk_5920164952920643478,081110,020229,19,INFO,dfs.DataNode:
222,blk_-7185835789497405029,081110,020733,19,INFO,dfs.DataNode:
223,blk_-7185835789497405029,081110,020735,19,INFO,dfs.DataNode:
224,blk_-7185835789497405029,081110,020739,19,INFO,dfs.DataNode:
225,blk_-7185835789497405029,081110,020741,19,INFO,dfs.DataNode:
226,blk_-8333455052087360327,081110,065524,19,INFO,dfs.DataNode:
227,blk_-8333455052087360327,081110,065526,19,INFO,dfs.DataNode:
228,blk_-8333455052087360327,081110,065528,19,INFO,dfs.DataNode:
229,blk_-8333455052087360327,081110,065531,19,INFO,dfs.DataNode:
230,blk_17165414882403251,081110,080244,19,INFO,dfs.DataNode:
231,blk_17165414882403251,081110,080248,19,INFO,dfs.DataNode:
232,blk_17165414882403251,081110,080251,19,INFO,dfs.DataNode:
233,blk_5762192118127023083,081110,080356,19,INFO,dfs.DataNode:
234,blk_5762192118127023083,081110,080359,19,INFO,dfs.DataNode:
235,blk_5762192118127023083,081110,080403,19,INFO,dfs.DataNode:
236,blk_5762192118127023083,081110,080406,18,INFO,dfs.DataNode:
237,blk_-6733633410518629177,081110,091019,19,INFO,dfs.DataNode:
238,blk_-6733633410518629177,081110,091020,19,INFO,dfs.DataNode:
239,blk_-6733633410518629177,081110,091022,19,INFO,dfs.DataNode:
240,blk_1535304869644844460,081110,091132,18,INFO,dfs.DataNode:
241,blk_1535304869644844460,081110,091133,19,INFO,dfs.DataNode:
242,blk_1535304869644844460,081110,091137,19,INFO,dfs.DataNode:
243,blk_1535304869644844460,081110,091140,19,INFO,dfs.DataNode:
244,blk_-3907603481176056256,081110,103154,19,INFO,dfs.DataNode:
245,blk_3120223298255572651,081110,103154,19,INFO,dfs.DataNode:
246,blk_8305330044595670869,081110,103157,19,INFO,dfs.DataNode:
247,blk_-3907603481176056256,081110,103200,19,INFO,dfs.DataNode:
248,blk_-3907603481176056256,081110,103203,19,INFO,dfs.DataNode:
249,blk_-3907603481176056256,081110,103206,19,INFO,dfs.DataNode:
250,blk_1928551265142576800,081110,104006,18,INFO,dfs.DataNode:
251,blk_2403040832675443491,081110,104006,19,INFO,dfs.DataNode:
252,blk_-366045391109872630,081110,104006,19,INFO,dfs.DataNode:
253,blk_-9213546006527160481,081110,104007,19,INFO,dfs.DataNode:
254,blk_3100899914167852168,081110,104007,19,INFO,dfs.DataNode:
255,blk_-2908465845659009905,081110,104009,18,INFO,dfs.DataNode:
256,blk_7162246307091465257,081110,104105,19,INFO,dfs.DataNode:
257,blk_-2859245243236360713,081110,104105,19,INFO,dfs.DataNode:
258,blk_7609952593403570191,081110,104115,19,INFO,dfs.DataNode:
259,blk_-3941913890398329642,081110,104116,18,INFO,dfs.DataNode:
260,blk_7631868996070427832,081110,104116,19,INFO,dfs.DataNode:
261,blk_-2590610949162933260,081110,104116,19,INFO,dfs.DataNode:
262,blk_7342620588561404210,081110,104116,19,INFO,dfs.DataNode:
263,blk_4886981711508113425,081110,104116,19,INFO,dfs.DataNode:
264,blk_8557090994340971856,081110,104116,19,INFO,dfs.DataNode:
265,blk_-2989729428216397969,081110,104117,19,INFO,dfs.DataNode:
266,blk_-3450336243359041468,081110,104117,19,INFO,dfs.DataNode:
267,blk_519550606561414408,081110,104117,19,INFO,dfs.DataNode:
268,blk_3059547476746430734,081110,104117,19,INFO,dfs.DataNode:
269,blk_6445333501062648526,081110,104117,19,INFO,dfs.DataNode:
270,blk_6128709735798061636,081110,104117,19,INFO,dfs.DataNode:
271,blk_1330382372314872918,081110,104117,19,INFO,dfs.DataNode:
272,blk_-9153874885875877044,081110,104143,19,INFO,dfs.DataNode:
273,blk_7087056490567800420,081110,104156,19,INFO,dfs.DataNode:
274,blk_1563522365221427878,081110,104156,19,INFO,dfs.DataNode:
275,blk_-6974969092976339085,081110,104156,19,INFO,dfs.DataNode:
276,blk_-5056961762229284492,081110,104208,19,INFO,dfs.DataNode:
277,blk_4916561514357667309,081110,104216,19,INFO,dfs.DataNode:
278,blk_5713646306640324712,081110,104217,19,INFO,dfs.DataNode:
279,blk_-3470809391014794062,081110,104218,19,INFO,dfs.DataNode:
280,blk_1344305487033986664,081110,104221,19,INFO,dfs.DataNode:
281,blk_-4662259291637498912,081110,104227,19,INFO,dfs.DataNode:
282,blk_-7670939467680792135,081110,104227,19,INFO,dfs.DataNode:
283,blk_6841699930181626169,081110,104227,19,INFO,dfs.DataNode:
284,blk_4317667344078211738,081110,104230,19,INFO,dfs.DataNode:
285,blk_9221006514329176999,081110,104230,19,INFO,dfs.DataNode:
286,blk_8787388248503834040,081110,104232,19,INFO,dfs.DataNode:
287,blk_1654611257590636641,081110,104246,19,INFO,dfs.DataNode:
288,blk_7575828717739675442,081110,104247,19,INFO,dfs.DataNode:
289,blk_-4941871010319492056,081110,104255,19,INFO,dfs.DataNode:
290,blk_-2675163805205524967,081110,104256,18,INFO,dfs.DataNode:
291,blk_-822509159822329451,081110,104303,19,INFO,dfs.DataNode:
292,blk_-3521450904285938307,081110,104304,19,INFO,dfs.DataNode:
293,blk_2884813675120864357,081110,104306,19,INFO,dfs.DataNode:
294,blk_6145549793313661352,081110,104310,19,INFO,dfs.DataNode:
295,blk_-834345443043054152,081110,104310,19,INFO,dfs.DataNode:
296,blk_-1276466269556026958,081110,104312,19,INFO,dfs.DataNode:
297,blk_-1877795964140566716,081110,104313,19,INFO,dfs.DataNode:
298,blk_-5295146217632899635,081110,104313,19,INFO,dfs.DataNode:
299,blk_6708487134185141736,081110,104313,19,INFO,dfs.DataNode:
300,blk_-9174489212567093311,081110,104313,19,INFO,dfs.DataNode:
301,blk_945842064773478209,081110,104314,19,INFO,dfs.DataNode:
302,blk_2725068044394370502,081110,104314,19,INFO,dfs.DataNode:
303,blk_-2654069438438085446,081110,104314,19,INFO,dfs.DataNode:
304,blk_-2391694906915833098,081110,104314,19,INFO,dfs.DataNode:
305,blk_-3413337557594928444,081110,104314,19,INFO,dfs.DataNode:
306,blk_8557779918081539564,081110,104314,19,INFO,dfs.DataNode:
307,blk_1288900975920979519,081110,104315,18,INFO,dfs.DataNode:
308,blk_307873766972496113,081110,104315,19,INFO,dfs.DataNode:
309,blk_-8091346122819943050,081110,104315,19,INFO,dfs.DataNode:
310,blk_-7635108772895064960,081110,104317,19,INFO,dfs.DataNode:
311,blk_-8400755635923691597,081110,104318,19,INFO,dfs.DataNode:
312,blk_-2525342517951739093,081110,104319,19,INFO,dfs.DataNode:
313,blk_-1344726170709691296,081110,104319,19,INFO,dfs.DataNode:
314,blk_-2565130857684426419,081110,104319,19,INFO,dfs.DataNode:
315,blk_5921169183768686750,081110,104319,19,INFO,dfs.DataNode:
316,blk_8894334107354324777,081110,104319,19,INFO,dfs.DataNode:
317,blk_3456203377844364472,081110,104320,18,INFO,dfs.DataNode:
318,blk_7149239389719847653,081110,104320,19,INFO,dfs.DataNode:
319,blk_-4034227974316905164,081110,104320,19,INFO,dfs.DataNode:
320,blk_-7338845516787764198,081110,104320,19,INFO,dfs.DataNode:
321,blk_6925510618189532245,081110,104320,19,INFO,dfs.DataNode:
322,blk_2158956783647075201,081110,104321,19,INFO,dfs.DataNode:
323,blk_7334970159751736433,081110,104322,19,INFO,dfs.DataNode:
324,blk_8399486770364614250,081110,104329,19,INFO,dfs.DataNode:
325,blk_-1292779714385604878,081110,104334,18,INFO,dfs.DataNode:
326,blk_7349156971447325170,081110,104335,19,INFO,dfs.DataNode:
327,blk_-1312106211691875318,081110,104339,19,INFO,dfs.DataNode:
328,blk_8698381943396479640,081110,104339,19,INFO,dfs.DataNode:
329,blk_106964048081855373,081110,104340,19,INFO,dfs.DataNode:
330,blk_-3548550939092147723,081110,104341,19,INFO,dfs.DataNode:
331,blk_-6341853320884792737,081110,104347,19,INFO,dfs.DataNode:
332,blk_3789176478077302113,081110,104350,18,INFO,dfs.DataNode:
333,blk_7002081970774525473,081110,104350,19,INFO,dfs.DataNode:
334,blk_5902940968432121053,081110,104351,19,INFO,dfs.DataNode:
335,blk_4852823742314207964,081110,104355,18,INFO,dfs.DataNode:
336,blk_-5583570275201930346,081110,104355,18,INFO,dfs.DataNode:
337,blk_-6719340187083078780,081110,104355,19,INFO,dfs.DataNode:
338,blk_4624850699562504714,081110,104355,19,INFO,dfs.DataNode:
339,blk_-7613719536635591982,081110,104355,19,INFO,dfs.DataNode:
340,blk_7235938446696055800,081110,104355,19,INFO,dfs.DataNode:
341,blk_-839166472695831412,081110,104356,19,INFO,dfs.DataNode:
342,blk_5027598550182010059,081110,104356,19,INFO,dfs.DataNode:
343,blk_9003644053871783214,081110,104356,19,INFO,dfs.DataNode:
344,blk_774240183804249218,081110,104356,19,INFO,dfs.DataNode:
345,blk_4761258598349613019,081110,104356,19,INFO,dfs.DataNode:
346,blk_-4483015661955200094,081110,104357,19,INFO,dfs.DataNode:
347,blk_2167152809957302014,081110,104358,19,INFO,dfs.DataNode:
348,blk_6796902348231285911,081110,104405,19,INFO,dfs.DataNode:
349,blk_-6000421301253993990,081110,104407,19,INFO,dfs.DataNode:
350,blk_871806248291870245,081110,104409,19,INFO,dfs.DataNode:
351,blk_-96470350245144502,081110,104411,19,INFO,dfs.DataNode:
352,blk_7774469051084782952,081110,104412,19,INFO,dfs.DataNode:
353,blk_2639118266840985977,081110,104413,19,INFO,dfs.DataNode:
354,blk_-1730368564810727136,081110,104414,19,INFO,dfs.DataNode:
355,blk_5485386081173395027,081110,104415,18,INFO,dfs.DataNode:
356,blk_3487908375791389255,081110,104416,19,INFO,dfs.DataNode:
357,blk_-5057834626410636236,081110,104419,19,INFO,dfs.DataNode:
358,blk_-5535709489067953010,081110,104419,19,INFO,dfs.DataNode:
359,blk_-8817763954741188291,081110,104420,19,INFO,dfs.DataNode:
360,blk_3978067691161400308,081110,104420,19,INFO,dfs.DataNode:
361,blk_2146952812256915336,081110,104420,19,INFO,dfs.DataNode:
362,blk_-7636759294512904134,081110,104421,19,INFO,dfs.DataNode:
363,blk_2570325950588699071,081110,104422,19,INFO,dfs.DataNode:
364,blk_-4384289893227442599,081110,104422,19,INFO,dfs.DataNode:
365,blk_8207318386620197032,081110,104424,19,INFO,dfs.DataNode:
366,blk_-6893890244704904932,081110,104425,19,INFO,dfs.DataNode:
367,blk_6150043606336896402,081110,104425,19,INFO,dfs.DataNode:
368,blk_7494519010608676458,081110,104429,19,INFO,dfs.DataNode:
369,blk_5799871869036460690,081110,104431,19,INFO,dfs.DataNode:
370,blk_3317063583709266878,081110,104437,18,INFO,dfs.DataNode:
371,blk_4472485688782201763,081110,104437,18,INFO,dfs.DataNode:
372,blk_-8590003046192319107,081110,104437,18,INFO,dfs.DataNode:
373,blk_7221246348217161430,081110,104437,19,INFO,dfs.DataNode:
374,blk_3570750915105748881,081110,104437,19,INFO,dfs.DataNode:
375,blk_-7177169719287432601,081110,104437,19,INFO,dfs.DataNode:
376,blk_4270828413110071858,081110,104437,19,INFO,dfs.DataNode:
377,blk_5963008994422029005,081110,104437,19,INFO,dfs.DataNode:
378,blk_-8178334713387015260,081110,104438,18,INFO,dfs.DataNode:
379,blk_3900001933500140138,081110,104438,18,INFO,dfs.DataNode:
380,blk_-6913065807306712341,081110,104438,18,INFO,dfs.DataNode:
381,blk_4286651941190704328,081110,104438,19,INFO,dfs.DataNode:
382,blk_8170425582713356870,081110,104438,19,INFO,dfs.DataNode:
383,blk_1534491036450539277,081110,104438,19,INFO,dfs.DataNode:
384,blk_-9158839064141039502,081110,104438,19,INFO,dfs.DataNode:
385,blk_4681655290076483069,081110,104438,19,INFO,dfs.DataNode:
386,blk_1710336430336568240,081110,104438,19,INFO,dfs.DataNode:
387,blk_1219994281523020956,081110,104438,19,INFO,dfs.DataNode:
388,blk_5325958780456624529,081110,104438,19,INFO,dfs.DataNode:
389,blk_6656921730278789549,081110,104439,18,INFO,dfs.DataNode:
390,blk_-7480387174428595459,081110,104439,19,INFO,dfs.DataNode:
391,blk_769664146071557667,081110,104439,19,INFO,dfs.DataNode:
392,blk_-7286797545316311290,081110,104439,19,INFO,dfs.DataNode:
393,blk_-3530301067936445915,081110,104439,19,INFO,dfs.DataNode:
